AREA_DEL_HECHO,LUGAR,DIA,HORA_INFRACCION,ARMA,EDAD,SEXO,ANTECEDENTES,DISTRITO,PRESUNTA_MOTIVACION
URBANO,VIA PUBLICA,DOMINGO,H00,ARMA DE FUEGO,34,HOMBRE,NO,9 DE OCTUBRE,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,LUNES,H23,ARMA DE FUEGO,26,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H03,ARMA DE FUEGO,29,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H12,ARMA DE FUEGO,36,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H20,ARMA DE FUEGO,35,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H03,ARMA DE FUEGO,31,HOMBRE,NO,9 DE OCTUBRE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H23,ARMA DE FUEGO,49,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H10,ARMA BLANCA,29,HOMBRE,NO,MODELO,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,VIERNES,H08,ARMA BLANCA,39,HOMBRE,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H22,ARMA DE FUEGO,21,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H00,ARMA DE FUEGO,24,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H04,ARMA DE FUEGO,38,HOMBRE,NO,NUEVA PROSPERINA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H15,ARMA DE FUEGO,36,HOMBRE,NO,9 DE OCTUBRE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MIERCOLES,H20,ARMA DE FUEGO,40,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H16,ARMA BLANCA,60,HOMBRE,NO,PORTETE,VIOLENCIA COMUNITARIA
RURAL,LUGARES PRIVADOS,DOMINGO,H01,ARMA BLANCA,64,HOMBRE,NO,PROGRESO,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H16,CONSTRICTORA,42,HOMBRE,NO,MODELO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H18,ARMA DE FUEGO,47,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H11,ARMA DE FUEGO,34,HOMBRE,SI,SUR,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H19,ARMA DE FUEGO,23,HOMBRE,SI,PORTETE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H07,ARMA BLANCA,61,HOMBRE,SI,SUR,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H00,ARMA DE FUEGO,28,HOMBRE,SI,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H03,ARMA DE FUEGO,32,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H09,ARMA DE FUEGO,27,HOMBRE,NO,SUR,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,VIERNES,H11,ARMA DE FUEGO,19,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,VIERNES,H17,ARMA BLANCA,61,HOMBRE,NO,SUR,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,DOMINGO,H02,ARMA BLANCA,52,MUJER,NO,FLORIDA,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H18,ARMA DE FUEGO,25,HOMBRE,SI,MODELO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H14,ARMA DE FUEGO,31,HOMBRE,SI,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,LUNES,H14,ARMA DE FUEGO,25,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
RURAL,VIA PUBLICA,JUEVES,H08,ARMA DE FUEGO,15,HOMBRE,NO,SAMBORONDON,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H18,ARMA DE FUEGO,47,HOMBRE,NO,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H19,ARMA BLANCA,35,HOMBRE,SI,FLORIDA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H17,ARMA DE FUEGO,37,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H13,ARMA BLANCA,76,HOMBRE,NO,SAMBORONDON,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H03,ARMA BLANCA,20,HOMBRE,NO,DURAN,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H22,ARMA DE FUEGO,26,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
RURAL,LUGARES PRIVADOS,MIERCOLES,H07,ARMA CONTUNDENTE,50,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H19,ARMA DE FUEGO,32,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H21,ARMA DE FUEGO,21,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H05,ARMA DE FUEGO,27,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H22,ARMA DE FUEGO,24,HOMBRE,SI,DURAN,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,JUEVES,H23,ARMA DE FUEGO,25,MUJER,NO,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H06,ARMA DE FUEGO,35,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H14,ARMA DE FUEGO,34,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H14,ARMA DE FUEGO,28,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H05,ARMA CONTUNDENTE,63,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H01,OTROS,50,HOMBRE,NO,FLORIDA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H00,ARMA DE FUEGO,21,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H00,ARMA DE FUEGO,45,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
RURAL,VIA PUBLICA,DOMINGO,H01,ARMA BLANCA,31,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
RURAL,LUGARES PRIVADOS,LUNES,H05,ARMA BLANCA,37,HOMBRE,SI,PROGRESO,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,JUEVES,H20,ARMA BLANCA,25,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,SABADO,H21,ARMA DE FUEGO,21,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H04,ARMA DE FUEGO,21,HOMBRE,NO,MODELO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H21,ARMA DE FUEGO,18,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H14,ARMA DE FUEGO,35,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
RURAL,VIA PUBLICA,VIERNES,H05,OTROS,34,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H21,ARMA DE FUEGO,23,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H20,ARMA DE FUEGO,43,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H22,ARMA DE FUEGO,36,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H14,ARMA DE FUEGO,20,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
RURAL,VIA PUBLICA,MIERCOLES,H06,ARMA BLANCA,49,HOMBRE,NO,SAMBORONDON,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,VIERNES,H18,ARMA DE FUEGO,38,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H04,OTROS,65,HOMBRE,NO,PORTETE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MIERCOLES,H05,ARMA DE FUEGO,63,HOMBRE,SI,PROGRESO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H05,ARMA DE FUEGO,62,MUJER,NO,PROGRESO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H00,ARMA BLANCA,25,HOMBRE,NO,9 DE OCTUBRE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H22,ARMA DE FUEGO,25,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H20,ARMA DE FUEGO,22,HOMBRE,SI,MODELO,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H18,ARMA DE FUEGO,39,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H19,ARMA DE FUEGO,67,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H02,ARMA DE FUEGO,46,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H00,ARMA DE FUEGO,33,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H00,ARMA DE FUEGO,30,MUJER,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H00,ARMA DE FUEGO,39,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H00,ARMA DE FUEGO,48,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H18,ARMA DE FUEGO,45,MUJER,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H23,CONSTRICTORA,50,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H00,ARMA DE FUEGO,24,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H04,ARMA DE FUEGO,32,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H23,ARMA CONTUNDENTE,52,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H22,ARMA DE FUEGO,26,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H21,ARMA DE FUEGO,28,HOMBRE,SI,FLORIDA,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H20,ARMA BLANCA,35,HOMBRE,NO,DURAN,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H22,ARMA BLANCA,30,HOMBRE,NO,PASCUALES,VIOLENCIA INTRAFAMILIAR
URBANO,VIA PUBLICA,JUEVES,H23,ARMA DE FUEGO,25,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H04,ARMA DE FUEGO,37,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H04,ARMA DE FUEGO,21,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H04,ARMA DE FUEGO,40,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H19,ARMA DE FUEGO,57,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H23,ARMA DE FUEGO,54,HOMBRE,NO,CEIBOS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H22,ARMA DE FUEGO,25,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H01,ARMA DE FUEGO,20,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H17,ARMA DE FUEGO,28,HOMBRE,SI,MODELO,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H00,ARMA DE FUEGO,27,HOMBRE,NO,PROGRESO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H05,ARMA DE FUEGO,27,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H13,ARMA DE FUEGO,25,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H11,ARMA DE FUEGO,24,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H20,ARMA DE FUEGO,34,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H18,ARMA DE FUEGO,26,HOMBRE,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H19,ARMA DE FUEGO,27,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H02,ARMA DE FUEGO,30,HOMBRE,NO,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H22,ARMA DE FUEGO,34,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H21,ARMA BLANCA,61,HOMBRE,NO,PORTETE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H13,ARMA BLANCA,40,HOMBRE,NO,PORTETE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,LUNES,H03,ARMA CONTUNDENTE,45,HOMBRE,SI,SUR,VIOLENCIA COMUNITARIA
RURAL,VIA PUBLICA,MARTES,H01,ARMA DE FUEGO,44,HOMBRE,NO,PROGRESO,DELINCUENCIA COMUN
RURAL,VIA PUBLICA,MARTES,H19,ARMA DE FUEGO,26,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H01,ARMA BLANCA,44,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MIERCOLES,H12,ARMA DE FUEGO,29,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H15,ARMA BLANCA,39,HOMBRE,SI,PORTETE,VIOLENCIA COMUNITARIA
RURAL,VIA PUBLICA,DOMINGO,H06,ARMA DE FUEGO,24,HOMBRE,SI,PROGRESO,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MIERCOLES,H20,ARMA DE FUEGO,18,HOMBRE,NO,MODELO,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H23,ARMA BLANCA,54,HOMBRE,SI,DURAN,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,LUNES,H19,ARMA DE FUEGO,23,HOMBRE,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H07,ARMA DE FUEGO,38,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H06,ARMA DE FUEGO,44,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H20,ARMA DE FUEGO,21,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H05,ARMA DE FUEGO,37,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H00,ARMA DE FUEGO,33,MUJER,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H16,ARMA DE FUEGO,20,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H10,CONSTRICTORA,30,MUJER,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H22,ARMA DE FUEGO,35,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H22,ARMA DE FUEGO,20,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H22,ARMA DE FUEGO,25,HOMBRE,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H23,ARMA DE FUEGO,23,HOMBRE,NO,CEIBOS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H07,ARMA DE FUEGO,25,HOMBRE,NO,NUEVA PROSPERINA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MIERCOLES,H19,ARMA DE FUEGO,31,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H21,ARMA DE FUEGO,26,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H23,ARMA DE FUEGO,61,HOMBRE,NO,CEIBOS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H00,ARMA DE FUEGO,21,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H11,ARMA DE FUEGO,32,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H01,ARMA DE FUEGO,31,HOMBRE,SI,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H15,ARMA DE FUEGO,39,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H22,ARMA DE FUEGO,38,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H17,ARMA DE FUEGO,36,HOMBRE,NO,MODELO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H00,ARMA DE FUEGO,27,HOMBRE,SI,PORTETE,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,JUEVES,H01,ARMA DE FUEGO,37,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H17,ARMA DE FUEGO,20,HOMBRE,NO,MODELO,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H07,ARMA DE FUEGO,24,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H08,ARMA DE FUEGO,30,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H04,ARMA DE FUEGO,33,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H04,ARMA DE FUEGO,48,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H22,ARMA DE FUEGO,25,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H20,ARMA DE FUEGO,23,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H21,ARMA DE FUEGO,24,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H05,ARMA CONTUNDENTE,42,HOMBRE,SI,FLORIDA,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,JUEVES,H21,ARMA DE FUEGO,24,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H21,ARMA DE FUEGO,32,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H21,ARMA DE FUEGO,25,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H21,ARMA DE FUEGO,20,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H00,ARMA DE FUEGO,37,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H22,ARMA DE FUEGO,34,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H15,ARMA CONTUNDENTE,54,MUJER,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H14,ARMA DE FUEGO,24,MUJER,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H14,ARMA BLANCA,29,HOMBRE,NO,PORTETE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H00,ARMA DE FUEGO,39,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H02,ARMA BLANCA,55,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H19,ARMA DE FUEGO,31,HOMBRE,SI,FLORIDA,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H20,ARMA DE FUEGO,27,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H23,ARMA DE FUEGO,41,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H17,ARMA DE FUEGO,31,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H12,ARMA BLANCA,70,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H16,ARMA DE FUEGO,46,HOMBRE,SI,PORTETE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,JUEVES,H21,ARMA DE FUEGO,32,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H13,ARMA DE FUEGO,28,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H19,ARMA BLANCA,31,HOMBRE,SI,FLORIDA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H10,ARMA DE FUEGO,31,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H03,OTROS,68,MUJER,NO,SAMBORONDON,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H03,OTROS,26,MUJER,NO,SAMBORONDON,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H22,ARMA DE FUEGO,24,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H10,ARMA BLANCA,21,MUJER,NO,SUR,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H10,ARMA DE FUEGO,23,HOMBRE,SI,SUR,DELINCUENCIA COMUN
RURAL,LUGARES PRIVADOS,MIERCOLES,H22,ARMA DE FUEGO,31,HOMBRE,SI,PROGRESO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H05,ARMA DE FUEGO,23,HOMBRE,NO,9 DE OCTUBRE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H02,ARMA DE FUEGO,26,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H13,ARMA CONTUNDENTE,35,MUJER,SI,PROGRESO,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H13,ARMA CONTUNDENTE,44,HOMBRE,SI,PROGRESO,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H13,ARMA CONTUNDENTE,35,HOMBRE,SI,PROGRESO,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H23,ARMA DE FUEGO,23,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
RURAL,VIA PUBLICA,MARTES,H19,ARMA BLANCA,30,HOMBRE,NO,PROGRESO,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H23,ARMA DE FUEGO,16,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MIERCOLES,H15,CONSTRICTORA,21,HOMBRE,SI,DURAN,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MIERCOLES,H17,ARMA DE FUEGO,28,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H22,ARMA DE FUEGO,32,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H06,ARMA DE FUEGO,27,HOMBRE,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H15,ARMA BLANCA,53,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,LUNES,H20,ARMA DE FUEGO,37,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H21,ARMA DE FUEGO,37,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H22,ARMA DE FUEGO,35,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H20,ARMA BLANCA,20,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,LUNES,H20,ARMA DE FUEGO,35,HOMBRE,NO,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H22,ARMA DE FUEGO,41,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H04,ARMA BLANCA,46,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MIERCOLES,H15,ARMA DE FUEGO,24,HOMBRE,SI,NUEVA PROSPERINA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MIERCOLES,H22,ARMA DE FUEGO,18,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H22,ARMA DE FUEGO,23,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H06,OTROS,17,HOMBRE,NO,PORTETE,VIOLENCIA COMUNITARIA
