AREA_DEL_HECHO,LUGAR,DIA,HORA_INFRACCION,ARMA,EDAD,SEXO,ANTECEDENTES,DISTRITO,PRESUNTA_MOTIVACION
URBANO,VIA PUBLICA,LUNES,H18,ARMA DE FUEGO,24,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H16,ARMA DE FUEGO,38,HOMBRE,NO,MODELO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H20,ARMA DE FUEGO,38,MUJER,NO,9 DE OCTUBRE,VIOLENCIA INTRAFAMILIAR
RURAL,LUGARES PRIVADOS,MIERCOLES,H13,ARMA DE FUEGO,24,HOMBRE,SI,PROGRESO,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,JUEVES,H15,ARMA DE FUEGO,39,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H23,ARMA DE FUEGO,28,HOMBRE,SIN_DATO,MODELO,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H23,ARMA DE FUEGO,42,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H23,ARMA DE FUEGO,26,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H03,ARMA DE FUEGO,31,HOMBRE,SI,PROGRESO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H19,ARMA DE FUEGO,19,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,JUEVES,H17,ARMA DE FUEGO,16,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H16,ARMA BLANCA,26,HOMBRE,NO,NUEVA PROSPERINA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,VIERNES,H20,ARMA DE FUEGO,43,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H20,ARMA DE FUEGO,35,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H20,ARMA DE FUEGO,30,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H15,ARMA DE FUEGO,38,HOMBRE,NO,PORTETE,VIOLENCIA INTRAFAMILIAR
URBANO,LUGARES PRIVADOS,MARTES,H14,ARMA DE FUEGO,1,MUJER,NO,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H14,ARMA DE FUEGO,30,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H13,ARMA DE FUEGO,34,HOMBRE,NO,SUR,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,VIERNES,H07,ARMA BLANCA,36,HOMBRE,NO,DURAN,SICOPATOLOGIAS
URBANO,LUGARES PRIVADOS,VIERNES,H18,ARMA DE FUEGO,32,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H21,ARMA DE FUEGO,20,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H20,ARMA DE FUEGO,25,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H21,ARMA DE FUEGO,30,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H12,ARMA BLANCA,14,HOMBRE,NO,NUEVA PROSPERINA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H16,ARMA DE FUEGO,45,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H12,ARMA DE FUEGO,33,HOMBRE,SIN_DATO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H07,ARMA DE FUEGO,36,HOMBRE,NO,FLORIDA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H04,ARMA BLANCA,31,HOMBRE,SIN_DATO,FLORIDA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,LUNES,H20,ARMA DE FUEGO,20,HOMBRE,SI,PORTETE,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,JUEVES,H16,ARMA DE FUEGO,31,HOMBRE,NO,SUR,TRANSNACIONAL
URBANO,LUGARES PRIVADOS,JUEVES,H21,ARMA DE FUEGO,45,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H18,ARMA DE FUEGO,34,HOMBRE,SI,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H22,ARMA DE FUEGO,29,HOMBRE,SI,SUR,DELINCUENCIA COMUN
RURAL,VIA PUBLICA,SABADO,H21,ARMA BLANCA,18,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H22,ARMA DE FUEGO,36,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H17,ARMA DE FUEGO,35,HOMBRE,SI,MODELO,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H17,ARMA DE FUEGO,64,HOMBRE,NO,MODELO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H23,ARMA BLANCA,47,HOMBRE,NO,PORTETE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H01,ARMA DE FUEGO,20,MUJER,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H22,OTROS,36,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H16,ARMA DE FUEGO,30,HOMBRE,NO,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H18,ARMA DE FUEGO,65,HOMBRE,SIN_DATO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H20,ARMA DE FUEGO,24,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H07,ARMA DE FUEGO,53,HOMBRE,SI,PORTETE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,DOMINGO,H02,ARMA DE FUEGO,40,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,DOMINGO,H16,ARMA DE FUEGO,42,HOMBRE,SI,DURAN,VIOLENCIA INTRAFAMILIAR
URBANO,VIA PUBLICA,MARTES,H00,ARMA DE FUEGO,34,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H21,ARMA DE FUEGO,27,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MIERCOLES,H00,ARMA DE FUEGO,19,HOMBRE,SIN_DATO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H16,ARMA BLANCA,30,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H02,ARMA DE FUEGO,32,HOMBRE,SI,MODELO,TRANSNACIONAL
URBANO,LUGARES PRIVADOS,SABADO,H19,ARMA DE FUEGO,26,HOMBRE,NO,DURAN,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,SABADO,H19,ARMA DE FUEGO,41,HOMBRE,SI,DURAN,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H00,ARMA DE FUEGO,36,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H23,ARMA DE FUEGO,42,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
RURAL,LUGARES PRIVADOS,LUNES,H02,CONSTRICTORA,20,HOMBRE,SIN_DATO,SAMBORONDON,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,25,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,25,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,29,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,29,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,31,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,36,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,33,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,41,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,31,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,25,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,40,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,36,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,24,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,33,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,29,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,40,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,38,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,32,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,39,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,45,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H19,ARMA DE FUEGO,33,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,25,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,32,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,33,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,28,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA BLANCA,27,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,34,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,31,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,35,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,36,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,27,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,24,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,34,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,30,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,40,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,24,HOMBRE,SI,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,CONSTRICTORA,0,HOMBRE,SIN_DATO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,MARTES,H07,ARMA DE FUEGO,55,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MARTES,H11,ARMA DE FUEGO,25,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H10,ARMA DE FUEGO,35,HOMBRE,SIN_DATO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,JUEVES,H20,ARMA DE FUEGO,32,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H22,ARMA DE FUEGO,40,HOMBRE,SI,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H21,ARMA DE FUEGO,32,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H19,ARMA DE FUEGO,25,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H23,ARMA DE FUEGO,38,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H22,ARMA DE FUEGO,32,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H23,ARMA DE FUEGO,26,HOMBRE,NO,SUR,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,LUNES,H00,ARMA DE FUEGO,19,HOMBRE,NO,DURAN,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,LUNES,H17,ARMA DE FUEGO,52,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H21,ARMA DE FUEGO,41,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H21,ARMA DE FUEGO,39,MUJER,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H14,ARMA DE FUEGO,26,HOMBRE,SIN_DATO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H19,ARMA DE FUEGO,31,HOMBRE,SI,MODELO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H06,ARMA DE FUEGO,33,HOMBRE,NO,SUR,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,SABADO,H23,ARMA DE FUEGO,36,HOMBRE,SI,MODELO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H17,ARMA DE FUEGO,48,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H21,ARMA DE FUEGO,34,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H02,ARMA DE FUEGO,38,HOMBRE,NO,SUR,TRANSNACIONAL
URBANO,VIA PUBLICA,LUNES,H13,ARMA BLANCA,66,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H18,ARMA DE FUEGO,26,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H22,ARMA DE FUEGO,32,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H03,ARMA DE FUEGO,27,HOMBRE,NO,PROGRESO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H20,ARMA DE FUEGO,30,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H12,ARMA DE FUEGO,24,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H23,ARMA DE FUEGO,32,HOMBRE,SI,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H13,ARMA DE FUEGO,32,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,VIERNES,H15,ARMA DE FUEGO,38,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H19,ARMA DE FUEGO,36,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H19,ARMA DE FUEGO,31,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,SABADO,H18,ARMA DE FUEGO,18,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H04,ARMA BLANCA,35,HOMBRE,SIN_DATO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,LUGARES PRIVADOS,LUNES,H18,ARMA DE FUEGO,48,MUJER,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H18,ARMA BLANCA,27,MUJER,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H18,ARMA BLANCA,27,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H18,ARMA BLANCA,2,MUJER,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H18,ARMA BLANCA,57,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H19,ARMA DE FUEGO,29,HOMBRE,SIN_DATO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H22,ARMA DE FUEGO,28,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H23,ARMA DE FUEGO,44,HOMBRE,SI,DURAN,TRANSNACIONAL
URBANO,LUGARES PRIVADOS,MIERCOLES,H22,ARMA BLANCA,26,HOMBRE,NO,ESTEROS,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,VIERNES,H02,CONSTRICTORA,27,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H15,ARMA DE FUEGO,42,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
RURAL,VIA PUBLICA,VIERNES,H17,ARMA DE FUEGO,33,HOMBRE,SI,PROGRESO,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H22,ARMA DE FUEGO,47,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H19,ARMA DE FUEGO,39,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H18,ARMA DE FUEGO,42,HOMBRE,NO,FLORIDA,TRANSNACIONAL
URBANO,VIA PUBLICA,DOMINGO,H22,ARMA DE FUEGO,25,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H01,ARMA DE FUEGO,45,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H13,ARMA DE FUEGO,39,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H00,ARMA DE FUEGO,31,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H18,ARMA DE FUEGO,33,MUJER,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H23,ARMA DE FUEGO,23,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H01,ARMA DE FUEGO,19,HOMBRE,NO,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H01,ARMA DE FUEGO,23,HOMBRE,NO,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H16,ARMA DE FUEGO,24,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H21,ARMA DE FUEGO,38,HOMBRE,NO,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H03,ARMA DE FUEGO,17,HOMBRE,NO,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H19,ARMA DE FUEGO,27,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MARTES,H01,ARMA DE FUEGO,17,HOMBRE,NO,SUR,DELINCUENCIA COMUN
RURAL,VIA PUBLICA,MARTES,H01,ARMA DE FUEGO,21,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H16,ARMA DE FUEGO,26,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H12,ARMA DE FUEGO,55,MUJER,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H16,ARMA DE FUEGO,20,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,JUEVES,H05,ARMA DE FUEGO,64,HOMBRE,NO,SAMBORONDON,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H11,ARMA DE FUEGO,27,MUJER,NO,FLORIDA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H20,ARMA DE FUEGO,35,HOMBRE,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H16,ARMA DE FUEGO,20,HOMBRE,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H20,ARMA DE FUEGO,31,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,MIERCOLES,H20,ARMA DE FUEGO,24,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,JUEVES,H18,ARMA DE FUEGO,34,HOMBRE,SI,ESTEROS,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,JUEVES,H18,ARMA DE FUEGO,36,MUJER,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H19,ARMA DE FUEGO,30,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H18,ARMA DE FUEGO,26,HOMBRE,NO,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H16,ARMA DE FUEGO,36,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H21,ARMA DE FUEGO,40,HOMBRE,SI,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H21,ARMA DE FUEGO,28,HOMBRE,NO,SUR,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,DOMINGO,H02,ARMA DE FUEGO,45,HOMBRE,SI,SUR,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H11,ARMA BLANCA,37,HOMBRE,SI,DURAN,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,LUNES,H14,ARMA DE FUEGO,19,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,LUNES,H20,ARMA DE FUEGO,21,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H17,ARMA DE FUEGO,30,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H18,ARMA DE FUEGO,45,HOMBRE,NO,PASCUALES,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,MIERCOLES,H14,ARMA DE FUEGO,53,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MIERCOLES,H19,ARMA DE FUEGO,39,HOMBRE,SI,NUEVA PROSPERINA,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,VIERNES,H17,ARMA DE FUEGO,47,HOMBRE,SI,9 DE OCTUBRE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H00,ARMA DE FUEGO,39,HOMBRE,SI,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H01,ARMA BLANCA,50,HOMBRE,SIN_DATO,9 DE OCTUBRE,VIOLENCIA COMUNITARIA
URBANO,VIA PUBLICA,SABADO,H22,ARMA DE FUEGO,20,HOMBRE,NO,PORTETE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H21,ARMA DE FUEGO,41,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H21,ARMA DE FUEGO,36,HOMBRE,SI,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,SABADO,H19,ARMA DE FUEGO,47,HOMBRE,NO,ESTEROS,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,VIERNES,H11,ARMA DE FUEGO,15,HOMBRE,NO,NUEVA PROSPERINA,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H21,ARMA DE FUEGO,18,HOMBRE,NO,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H21,ARMA DE FUEGO,32,HOMBRE,SI,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,DOMINGO,H21,ARMA DE FUEGO,21,HOMBRE,NO,9 DE OCTUBRE,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H23,ARMA DE FUEGO,48,HOMBRE,SI,PASCUALES,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H23,ARMA DE FUEGO,20,MUJER,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H23,ARMA DE FUEGO,37,MUJER,NO,PASCUALES,DELINCUENCIA COMUN
URBANO,LUGARES PRIVADOS,LUNES,H22,ARMA DE FUEGO,37,HOMBRE,NO,DURAN,DELINCUENCIA COMUN
URBANO,VIA PUBLICA,MARTES,H14,ARMA DE FUEGO,32,HOMBRE,SI,SUR,DELINCUENCIA COMUN
